,Station,Easting,Northing,Elevation,DTM,RockSurface,StationReal,RockCover,WBScode,WorkType,ExcavationType,ProfileType,SectionArea,Description,Unit,BoreClass,SupportClass,DisposalClass,StationInterval,ExcavationVolume,DisposalVolume
388,206+010,2612734.354,1268491.361,222.65,263.193,239.106,206010.0,16.456,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00239437798,398.417733958,597.626600937
389,206+013,2612735.844,1268488.757,222.534,263.183,239.106,206013.0,16.572,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00235590821,398.412629019,597.618943528
390,206+016,2612737.334,1268486.153,222.419,263.183,239.2,206016.0,16.781,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00235590824,398.412629023,597.618943534
391,206+019,2612738.824,1268483.549,222.304,263.162,239.2,206019.0,16.896,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00141266738,398.287460961,597.431191442
392,206+022,2612740.314,1268480.946,222.191,263.142,239.2,206022.0,17.009,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00227996711,398.402551636,597.603827454
393,206+025,2612741.804,1268478.342,222.078,263.342,239.2,206025.0,17.122,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00224249536,398.397579134,597.596368701
394,206+028,2612743.294,1268475.738,221.966,263.342,239.2,206028.0,17.234,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00220535579,398.392650713,597.58897607
395,206+031,2612744.784,1268473.134,221.855,263.283,239.2,206031.0,17.345,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00130121802,398.272671631,597.409007447
396,206+034,2612746.274,1268470.531,221.745,263.264,239.2,206034.0,17.455,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00213207563,398.382926436,597.574389655
397,206+037,2612747.764,1268467.927,221.636,263.301,239.2,206037.0,17.564,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00209593446,398.378130503,597.567195755
398,206+040,2612749.254,1268465.323,221.528,263.301,239.195,206040.0,17.667,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00255657732,398.439257811,597.658886716
399,206+043,2612750.745,1268462.719,221.421,263.587,239.195,206043.0,17.774,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00115727677,398.253570627,597.380355941
400,206+046,2612752.235,1268460.116,221.315,263.587,239.195,206046.0,17.88,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00202465008,398.368671066,597.553006599
401,206+049,2612753.725,1268457.512,221.209,263.333,239.195,206049.0,17.986,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00195469645,398.359388219,597.539082328
402,206+052,2612755.215,1268454.908,221.105,263.312,239.195,206052.0,18.09,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00195469668,398.35938825,597.539082374
403,206+055,2612756.705,1268452.304,221.001,263.312,239.195,206055.0,18.194,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00192021872,398.354813024,597.532219536
404,206+058,2612758.195,1268449.7,220.898,263.288,239.216,206058.0,18.318,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.0010186604,398.235176235,597.352764353
405,206+061,2612759.685,1268447.097,220.796,263.288,239.216,206061.0,18.42,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00185226144,398.345795094,597.518692641
406,206+064,2612761.175,1268444.493,220.695,262.894,239.227,206064.0,18.532,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00181878216,398.341352393,597.512028589
407,206+067,2612762.665,1268441.889,220.595,262.894,239.227,206067.0,18.632,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00228213198,398.402838914,597.604258371
408,206+070,2612764.156,1268439.285,220.496,263.292,239.227,206070.0,18.731,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00088536937,398.217488515,597.326232772
409,206+073,2612765.646,1268436.682,220.398,262.966,239.227,206073.0,18.829,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00172034,398.328289117,597.492433676
410,206+076,2612767.136,1268434.078,220.301,262.867,239.227,206076.0,18.926,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00172034023,398.328289148,597.492433722
411,206+079,2612768.626,1268431.474,220.204,262.867,239.227,206079.0,19.023,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00165637579,398.319801067,597.479701601
412,206+082,2612770.116,1268428.87,220.109,262.854,239.227,206082.0,19.118,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00078889649,398.204686564,597.307029846
413,206+085,2612771.606,1268426.267,220.014,262.854,239.227,206085.0,19.213,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00162489321,398.315623329,597.473434994
414,206+088,2612773.096,1268423.663,219.92,262.853,239.222,206088.0,19.302,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00156292636,398.307400329,597.461100493
415,206+091,2612774.586,1268421.059,219.828,262.853,239.222,206091.0,19.394,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00156292593,398.307400271,597.461100407
416,206+094,2612776.076,1268418.455,219.736,262.9,239.222,206094.0,19.486,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00066492653,398.18823575,597.282353625
417,206+097,2612777.566,1268415.852,219.645,262.9,239.222,206097.0,19.577,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00153244186,398.303355035,597.455032552
418,206+100,2612779.056,1268413.248,219.554,262.93,239.271,206100.0,19.717,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00147247192,398.295397024,597.443095536
419,206+103,2612780.546,1268410.644,219.465,263.074,239.271,206103.0,19.806,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.0019395397,398.357376919,597.536065378
420,206+106,2612782.037,1268408.04,219.377,263.3,239.271,206106.0,19.894,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00141383344,398.287615697,597.431423545
421,206+109,2612783.527,1268405.436,219.29,263.3,239.271,206109.0,19.981,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00054628361,398.172491835,597.258737752
422,206+112,2612785.017,1268402.833,219.203,261.557,239.261,206112.0,20.058,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00138501378,398.283791328,597.425686992
423,206+115,2612786.507,1268400.229,219.117,261.557,239.261,206115.0,20.144,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00132837249,398.27627503,597.414412545
424,206+118,2612787.997,1268397.625,219.033,262.946,239.261,206118.0,20.228,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00132837273,398.276275061,597.414412591
425,206+121,2612789.487,1268395.021,218.949,262.946,239.261,206121.0,20.312,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00043296854,398.157454925,597.236182387
426,206+124,2612790.977,1268392.418,218.866,262.793,239.261,206124.0,20.395,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00127306337,398.26893551,597.403403264
427,206+127,2612792.467,1268389.814,218.784,262.859,239.261,206127.0,20.477,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00124590788,398.265331975,597.397997963
428,206+130,2612793.957,1268387.21,218.703,262.859,239.261,206130.0,20.558,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00171567608,398.327670216,597.491505324
429,206+133,2612795.448,1268384.606,218.623,263.813,239.261,206133.0,20.638,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00121908559,398.261772658,597.392658987
430,206+136,2612796.938,1268382.002,218.543,263.813,239.258,206136.0,20.715,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00029881843,398.139653206,597.209479809
431,206+139,2612798.428,1268379.399,218.465,262.856,239.258,206139.0,20.793,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00114061665,398.25135983,597.377039745
432,206+142,2612799.918,1268376.795,218.388,262.856,239.305,206142.0,20.917,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00114061622,398.251359772,597.377039659
433,206+145,2612801.408,1268374.191,218.311,263.834,239.305,206145.0,20.994,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00111512624,398.247977252,597.371965877
434,206+148,2612802.898,1268371.587,218.235,263.834,239.305,206148.0,21.07,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,0.76305045692,101.256795633,151.88519345
435,206+148.763,2612803.277,1268370.925,218.216,263.834,239.305,206148.763,21.089,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,2.23717187549,296.872707878,445.309061817
436,206+151,2612804.388,1268368.984,218.16,262.892,239.305,206151.0,21.145,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
437,206+154,2612805.878,1268366.38,218.085,263.806,239.305,206154.0,21.22,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996838,398.244638804,597.366958207
438,206+157,2612807.368,1268363.776,218.01,263.815,239.305,206157.0,21.295,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
439,206+160,2612808.858,1268361.172,217.935,263.815,239.306,206160.0,21.371,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232531,398.129502569,597.194253853
440,206+163,2612810.348,1268358.569,217.86,263.79,239.306,206163.0,21.446,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00158658026,398.310539201,597.465808801
441,206+166,2612811.839,1268355.965,217.785,263.79,239.306,206166.0,21.521,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
442,206+169,2612813.329,1268353.361,217.71,263.795,239.306,206169.0,21.596,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
443,206+172,2612814.819,1268350.757,217.635,263.795,239.306,206172.0,21.671,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232488,398.129502511,597.194253767
444,206+175,2612816.309,1268348.154,217.56,263.777,239.306,206175.0,21.746,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
445,206+178,2612817.799,1268345.55,217.485,263.777,239.306,206178.0,21.821,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
446,206+181,2612819.289,1268342.946,217.41,263.778,239.306,206181.0,21.896,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
447,206+184,2612820.779,1268340.342,217.335,263.768,239.333,206184.0,21.998,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
448,206+187,2612822.269,1268337.738,217.26,263.775,239.333,206187.0,22.073,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232511,398.129502542,597.194253813
449,206+190,2612823.759,1268335.135,217.185,263.775,239.333,206190.0,22.148,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00158658047,398.310539228,597.465808842
450,206+193,2612825.25,1268332.531,217.11,263.774,239.333,206193.0,22.223,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
451,206+196,2612826.74,1268329.927,217.035,263.67,239.333,206196.0,22.298,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996838,398.244638804,597.366958207
452,206+199,2612828.23,1268327.323,216.96,263.67,239.333,206199.0,22.373,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232531,398.129502569,597.194253853
453,206+202,2612829.72,1268324.72,216.885,262.916,239.333,206202.0,22.448,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
454,206+205,2612831.21,1268322.116,216.81,262.751,239.333,206205.0,22.523,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996861,398.244638835,597.366958253
455,206+208,2612832.7,1268319.512,216.735,262.898,239.357,206208.0,22.622,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
456,206+211,2612834.19,1268316.908,216.66,262.898,239.357,206211.0,22.697,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
457,206+214,2612835.68,1268314.304,216.585,262.822,239.357,206214.0,22.772,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232508,398.129502538,597.194253807
458,206+217,2612837.17,1268311.701,216.51,262.822,239.357,206217.0,22.847,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996861,398.244638835,597.366958253
459,206+220,2612838.66,1268309.097,216.435,262.974,239.357,206220.0,22.922,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
460,206+223,2612840.15,1268306.493,216.36,262.8,239.357,206223.0,22.997,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00071908055,398.195421989,597.293132984
461,206+226,2612841.641,1268303.89,216.285,262.952,239.389,206226.0,23.104,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996861,398.244638835,597.366958253
462,206+229,2612843.131,1268301.286,216.21,262.952,239.389,206229.0,23.179,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
463,206+232,2612844.621,1268298.682,216.135,262.856,239.416,206232.0,23.281,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
464,206+235,2612846.111,1268296.078,216.06,262.991,239.416,206235.0,23.356,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
465,206+238,2612847.601,1268293.474,215.985,262.853,239.416,206238.0,23.431,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232511,398.129502542,597.194253813
466,206+241,2612849.091,1268290.871,215.91,262.853,239.416,206241.0,23.506,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
467,206+244,2612850.581,1268288.267,215.835,262.929,239.416,206244.0,23.581,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
468,206+247,2612852.071,1268285.663,215.76,262.929,239.416,206247.0,23.656,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
469,206+250,2612853.561,1268283.059,215.685,262.793,239.416,206250.0,23.731,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00071908035,398.195421962,597.293132944
470,206+253,2612855.052,1268280.456,215.61,262.927,239.416,206253.0,23.806,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
471,206+256,2612856.542,1268277.852,215.535,262.772,239.464,206256.0,23.929,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
472,206+259,2612858.032,1268275.248,215.46,262.772,239.464,206259.0,24.004,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996838,398.244638804,597.366958207
473,206+262,2612859.522,1268272.644,215.385,262.84,239.464,206262.0,24.079,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
474,206+265,2612861.012,1268270.04,215.31,262.884,239.464,206265.0,24.154,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232508,398.129502538,597.194253807
475,206+268,2612862.502,1268267.437,215.235,262.689,239.486,206268.0,24.251,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996861,398.244638835,597.366958253
476,206+271,2612863.992,1268264.833,215.16,262.801,239.486,206271.0,24.326,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
477,206+274,2612865.482,1268262.229,215.085,262.791,239.486,206274.0,24.401,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
478,206+277,2612866.972,1268259.625,215.01,262.697,239.486,206277.0,24.476,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232488,398.129502511,597.194253767
479,206+280,2612868.462,1268257.022,214.935,262.697,239.556,206280.0,24.621,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
480,206+283,2612869.952,1268254.418,214.86,262.758,239.556,206283.0,24.696,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
481,206+286,2612871.442,1268251.814,214.785,262.816,239.556,206286.0,24.771,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.0015865807,398.310539258,597.465808888
482,206+289,2612872.933,1268249.21,214.71,262.778,239.556,206289.0,24.846,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232488,398.129502511,597.194253767
483,206+292,2612874.423,1268246.607,214.635,262.778,239.556,206292.0,24.921,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
484,206+295,2612875.913,1268244.003,214.56,262.796,239.556,206295.0,24.996,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
485,206+298,2612877.403,1268241.399,214.485,262.796,239.556,206298.0,25.071,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996882,398.244638862,597.366958293
486,206+301,2612878.893,1268238.795,214.41,262.833,239.556,206301.0,25.146,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232488,398.129502511,597.194253767
487,206+304,2612880.383,1268236.192,214.335,262.804,239.611,206304.0,25.276,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,2.71210379609,359.896173741,539.844260611
488,206+306.711,2612881.73,1268233.839,214.268,262.787,239.611,206306.711,25.343,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,0.288987889037,38.3486928752,57.5230393128
489,206+307,2612881.873,1268233.588,214.26,262.787,239.611,206307.0,25.351,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00108996858,398.244638831,597.366958247
490,206+310,2612883.363,1268230.984,214.185,262.787,239.62,206310.0,25.435,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00158658047,398.310539228,597.465808842
491,206+313,2612884.854,1268228.38,214.11,262.7,239.62,206313.0,25.51,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00022232511,398.129502542,597.194253813
492,206+316,2612886.344,1268225.777,214.035,262.731,239.62,206316.0,25.585,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.0012160868,398.261374718,597.392062077
493,206+319,2612887.836,1268223.174,213.96,262.785,239.62,206319.0,25.66,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.001216087,398.261374745,597.392062118
494,206+322,2612889.328,1268220.571,213.885,262.785,239.62,206322.0,25.735,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00084621384,398.212292577,597.318438865
495,206+325,2612890.821,1268217.969,213.81,262.775,239.62,206325.0,25.81,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00047696208,398.163292868,597.244939302
496,206+328,2612892.315,1268215.368,213.735,262.775,239.648,206328.0,25.913,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00147330505,398.295507581,597.443261371
497,206+331,2612893.811,1268212.767,213.66,262.716,239.648,206331.0,25.988,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00023915706,398.131736142,597.197604213
498,206+334,2612895.308,1268210.168,213.585,262.811,239.648,206334.0,26.063,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00123757813,398.264226617,597.396339926
499,206+337,2612896.807,1268207.569,213.51,262.732,239.648,206337.0,26.138,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00137135331,398.281978585,597.422967877
500,206+340,2612898.308,1268204.971,213.435,262.758,239.648,206340.0,26.213,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00064159799,398.185140053,597.277710079
501,206+343,2612899.811,1268202.375,213.36,262.758,239.648,206343.0,26.288,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00077906543,398.203381982,597.305072974
502,206+346,2612901.316,1268199.78,213.285,262.808,239.648,206346.0,26.363,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00142049702,398.288499955,597.432749933
503,206+349,2612902.824,1268197.186,213.21,262.808,239.648,206349.0,26.438,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00069808529,398.192635918,597.288953876
504,206+352,2612904.334,1268194.594,213.135,262.79,239.618,206352.0,26.483,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00098667137,398.230931291,597.346396936
505,206+355,2612905.848,1268192.004,213.06,262.818,239.618,206355.0,26.558,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00113345239,398.250409132,597.375613699
506,206+358,2612907.364,1268189.415,212.985,262.753,239.618,206358.0,26.633,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00057011261,398.175653944,597.263480916
507,206+361,2612908.884,1268186.829,212.91,262.753,239.618,206361.0,26.708,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00122958135,398.263165445,597.394748167
508,206+364,2612910.407,1268184.244,212.835,262.767,239.618,206364.0,26.783,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00017082845,398.122668935,597.184003403
509,206+367,2612911.933,1268181.662,212.76,262.767,239.618,206367.0,26.858,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00185725842,398.346458192,597.519687288
510,206+370,2612913.464,1268179.081,212.685,262.808,239.618,206370.0,26.933,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,2.99995166631,398.09358612,597.140379179
511,206+373,2612914.998,1268176.504,212.61,262.808,239.618,206373.0,27.008,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00165321098,398.319381098,597.479071647
512,206+376,2612916.537,1268173.928,212.535,262.841,239.626,206376.0,27.091,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00113361926,398.250431276,597.375646914
513,206+379,2612918.08,1268171.355,212.46,262.841,239.626,206379.0,27.166,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00113795088,398.251006081,597.376509122
514,206+382,2612919.628,1268168.785,212.385,262.816,239.626,206382.0,27.241,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00063626577,398.184432467,597.276648701
515,206+385,2612921.18,1268166.218,212.31,262.92,239.626,206385.0,27.316,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00066159374,398.18779349,597.281690234
516,206+388,2612922.737,1268163.654,212.235,262.841,239.626,206388.0,27.391,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00121891883,398.261750529,597.392625793
517,206+391,2612924.3,1268161.093,212.16,262.841,239.556,206391.0,27.396,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,2.67064056003,354.394002317,531.591003475
518,206+393.67,2612925.694,1268158.816,212.094,262.888,239.556,206393.67,27.462,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,0.330107558367,43.8052729953,65.707909493
519,206+394,2612925.867,1268158.535,212.085,262.888,239.556,206394.0,27.471,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00045346566,398.160174893,597.240262339
520,206+397,2612927.44,1268155.981,212.011,262.888,239.556,206397.0,27.545,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.0010528152,398.239708577,597.359562865
521,206+400,2612929.019,1268153.43,211.937,262.808,239.559,206400.0,27.622,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00164255028,398.317966422,597.476949633
522,206+403,2612930.604,1268150.882,211.864,262.792,239.559,206403.0,27.695,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.0000463332,398.106148415,597.159222623
523,206+406,2612932.194,1268148.339,211.791,262.739,239.559,206406.0,27.768,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00117476986,398.25589196,597.38383794
524,206+409,2612933.791,1268145.799,211.72,262.739,239.559,206409.0,27.839,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00099083626,398.231483971,597.347225957
525,206+412,2612935.394,1268143.263,211.649,262.751,239.559,206412.0,27.91,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00049345956,398.165482084,597.248223126
526,206+415,2612937.004,1268140.732,211.579,262.751,239.559,206415.0,27.98,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00118976417,398.257881706,597.386822559
527,206+418,2612938.62,1268138.204,211.509,262.779,239.559,206418.0,28.05,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00073640928,398.197721512,597.296582267
528,206+421,2612940.243,1268135.681,211.44,262.735,239.559,206421.0,28.119,111b,UEX,TBM,TBM1,132.7,TBM section,m3,BC3,SCT,MC3,3.00085137935,398.21297804,597.31946706
